emp_no,first_name,second_name,department,wage,project_completion_rate
506,Mr.,Christopher,Testing,16551.66,43.055545247859655
507,Megan,Klein,Sales,84128.88,39.115386040379065
508,Mr.,Tyler,Testing,10025.52,59.84584470963689
509,Kevin,Welch,Sales,99292.81,57.376825850807776
510,Brandon,Mitchell,Sales,47741.21,66.43994389219748
511,Jacob,Johnson,HR,44716.67,56.816723239556
512,James,Franklin,Research,74626.22,78.39166070801397
513,Tyrone,Nichols,IT,40566.79,51.121246426963914
514,Paul,Barron,Sales,29129.22,54.69856074632311
515,Clayton,Burns,HR,75598.33,48.77884203279197
516,John,White,Testing,46397.12,40.329799183899325
517,Paula,Miller,Sales,88828.61,48.90820551498605
518,Stephen,Brown,Testing,58481.73,54.25834393409746
519,Lawrence,Gardner,IT,50722.41,45.29378171765559
520,Kimberly,Torres,HR,41201.48,65.28524944950534
521,Adam,Gutierrez,HR,39353.75,51.73565589794385
522,Cristina,Gibson,Testing,63277.31,66.69067209735911
523,Natalie,Medina,IT,5528.86,56.75168279298227
524,Jessica,Barnett,IT,27351.21,61.6007104719077
525,Jason,Hickman,Research,96987.29,38.56086528475618
526,Matthew,Ray,Sales,53763.38,72.4679131718788
527,Benjamin,Lawson,HR,11646.81,41.107086678541
528,Melody,Knapp,HR,93533.05,49.97136921976716
529,Stacey,Gardner,HR,2443.25,47.71946875528022
530,Robert,Harrison,Sales,52149.24,42.971174173604055
531,Matthew,Madden,Research,85240.61,57.37912440396212
532,Dr.,April,Sales,62232.55,51.988139963659684
533,Mary,Phillips,Sales,84753.28,48.57468661981914
534,Kaitlyn,Brown,Research,36651.77,71.65427922791814
535,Craig,Thomas,Testing,83364.96,52.89598746862069
536,April,Smith,Sales,50097.46,49.66104912424428
537,Mike,Hernandez,HR,61289.69,69.44280489509445
538,Alexander,Mitchell,HR,79738.09,61.42759181509169
539,Robin,Russell,HR,39129.31,50.845482168585164
540,Kristin,Cross,Research,46384.66,53.794292638310566
541,Jose,Williams,HR,96140.19,42.25428407362107
542,Jennifer,Gentry,Sales,59252.89,53.02223936733241
543,Andrew,Fernandez,HR,52744.18,55.39221303467085
544,Timothy,Boone,Testing,48594.54,66.01360814128921
545,Michael,Sherman,Testing,3567.69,68.34807930869593
546,Nancy,Torres,Sales,97641.07,61.23318495821266
547,Ricky,Francis,Research,59278.39,59.933020029204194
548,Valerie,Mercer,HR,37449.16,48.02038443775699
549,Shelby,Castaneda,Research,26136.65,42.557889513438866
550,Patricia,Robinson,Research,88209.6,57.926337389151186
551,Lori,Wagner,IT,4133.92,47.79770599462312
552,Andrew,Sweeney,Research,49359.91,39.49177881471545
553,Brian,Hayes,Research,81693.38,60.2025135654858
554,Michelle,Hernandez,Research,42455.65,60.50478875742658
555,Dennis,Garrett,Testing,83803.76,53.51345468165098
556,Amber,Murphy,Testing,46726.24,41.98661624909157
557,Steven,Howard,HR,77293.55,37.84584051837156
558,Dr.,Steven,HR,3909.2,62.52877296366244
559,Victoria,Collins,Research,94901.56,61.77388607067893
560,Rachael,Madden,HR,19203.7,40.482452389033476
561,Carol,Torres,Research,90991.33,65.56066282776031
562,Diane,Sims,Research,11097.65,61.92564869352064
563,Mario,Sandoval,Testing,37851.0,31.34081968736678
564,Douglas,Clark,Research,30369.34,36.69134234717689
565,Barbara,Howe,Research,46410.93,47.44325713203546
566,Marissa,Wilson,Sales,26231.29,41.62959665196972
567,Kevin,Callahan,Sales,38716.87,53.47502648527419
568,April,Robertson,Testing,19152.52,31.29219785851594
569,Taylor,Simmons,Research,6727.56,68.3838933116945
570,Jennifer,Hill,IT,94362.53,29.481376358087505
571,James,Williams,IT,91536.53,48.59475384259063
572,Sherry,Turner,Research,2983.48,56.74647844457278
573,Diane,Guzman,Testing,46922.79,38.85866594265003
574,Deborah,Howell,HR,66277.62,46.68919236071079
575,James,Smith,HR,59053.31,51.115676830725256
576,Kaylee,Hicks,IT,91957.36,61.03102570458138
577,Kimberly,Bennett,IT,25986.42,57.897827701380535
578,Melinda,Bailey,HR,22174.42,38.498582587480065
579,Lisa,Parker,IT,64862.01,64.84234939437884
580,Brian,Patterson,IT,10447.77,50.51521214525086
581,Heather,Johnson,HR,24545.5,61.98121386345423
582,Tiffany,Hammond,Sales,12213.02,54.5076452682419
583,Shawn,Barr,HR,90782.77,47.156118557143465
584,Leroy,Harvey,Research,66799.56,35.59832778499414
585,Tara,Garner,HR,61160.3,50.40191797221943
586,Maria,Vaughn,Testing,97872.45,40.58361857455802
587,Megan,Davidson,Research,61665.96,61.73431932137234
588,Elizabeth,Huffman,Sales,86443.14,46.69881018512403
589,Tammy,Howard,Sales,19719.23,53.523411240955554
590,Laurie,Pearson,Testing,47975.05,55.34294836681328
591,David,Huynh,Testing,1282.48,33.73440550091043
592,Sharon,Simpson,HR,51257.67,60.01006991414437
593,Crystal,Cruz,Testing,84225.5,45.226185887986325
594,Jennifer,Hensley,Testing,49248.65,43.73442876029473
595,Jeff,Foster,Testing,98570.8,37.40854298292007
596,Samuel,Robinson,Sales,96142.61,42.263420991602075
597,Paul,Morales,Research,59120.07,53.333227853053714
598,Glenn,Smith,HR,38490.79,37.12891770035346
599,Philip,Bailey,Testing,84149.03,42.978025619154394
600,Eugene,Silva,IT,58767.21,44.38330618849507
601,Amanda,Price,HR,45009.45,53.99912787102107
602,James,Stevens,Research,77976.77,64.6327487625673
603,Steven,Torres,IT,50676.7,61.13269950170064
604,Angela,Morgan,Sales,99313.95,56.37089827769386
605,Amanda,Hale,HR,79321.26,46.298925169538634
606,Timothy,Fox,IT,44438.07,51.9096932589617
607,Matthew,Flores,IT,83467.8,59.229939096516915
608,Amanda,Sutton,Testing,13802.07,68.13008611568296
609,Alan,Blair,Testing,57927.18,46.778914449523306
610,Paul,Baldwin,Sales,1617.91,49.74865584954527
611,Andrew,Quinn,Sales,65163.0,63.5232719976645
612,Danielle,Collins,Testing,67851.03,60.647444872758015
613,Hector,Galvan,Sales,31196.23,52.41907574658494
614,Sarah,Howard,HR,30138.24,43.88838435099451
615,Donald,Hill,Sales,66578.93,58.60473530657213
616,Katie,Curry,Research,36119.13,47.98390762567248
617,Jordan,Mendoza,IT,19682.6,37.1417456187535
618,Kevin,Lee,IT,51003.69,65.83350386321369
619,Mrs.,Rebecca,Research,72672.27,64.75943296717519
620,David,Robbins,Sales,20379.56,47.1436736966887
621,Joshua,King,IT,74500.69,56.891775043712265
622,Daniel,Woodard,IT,18520.15,39.15464972278648
623,Anna,Perkins,IT,99415.88,32.311028905491234
624,Jessica,Harrison,Testing,24215.77,30.821889860830677
625,Phillip,Mccoy,Research,44134.22,60.27575197466733
626,Taylor,Swanson,Research,55952.88,64.5269583055378
627,Kristina,Hall,IT,23332.81,49.650880488864715
628,John,Jackson,HR,93281.86,65.69751241982861
629,Ryan,Nguyen,Testing,78822.67,63.78339217645375
630,Robin,Franklin,IT,55259.55,51.82554016455629
631,Mary,Baker,Testing,13482.98,45.247110492365806
632,Andrew,Harmon,HR,3650.66,60.395835613069366
633,Jessica,Estrada,Sales,51306.36,47.00021157953755
634,John,Ford,IT,36310.85,41.16952106482099
635,Norman,Shaw,HR,43324.13,54.33877268116413
636,Brenda,Brown,Testing,97236.44,52.36271421633417
637,Norman,Ramsey,IT,42770.89,47.19132734741426
638,David,Morris,Testing,42432.83,52.68161673716008
639,Jason,Moore,IT,76971.41,45.5021912790387
640,Misty,Mooney,HR,61221.51,52.488571366313764
641,Sara,Kramer,Sales,35125.83,52.572330853255096
642,Dr.,Rose,Research,84883.52,50.476993050582905
643,Edward,Williams,Testing,35048.36,50.3985697326563
644,Ebony,Juarez,IT,72007.44,57.98128786598417
645,Justin,Turner,HR,39978.25,47.11415038901835
646,Marc,Hunt,IT,81470.39,47.33739447841406
647,Aaron,Summers,IT,6760.25,61.37597285325978
648,Megan,Burns,Sales,47765.02,28.810278597202192
649,Larry,Hughes,Sales,91307.83,59.41567133396774
650,Johnathan,Wiley,Testing,30418.8,48.170192373644596
651,Scott,Morgan,HR,38753.79,57.81752864602253
652,Ashley,Lin,Sales,70884.17,39.16068883474615
653,Michael,Meza,Testing,4984.07,51.3139020262699
654,Grant,Cruz,IT,88337.84,64.45619950089761
655,Nancy,Fernandez,IT,34452.31,37.053783405017576
656,Kristen,Wright,Research,64616.08,42.513166916582676
657,Mr.,Kevin,Testing,35136.43,47.06366454588296
658,Patricia,Casey,Research,64245.72,45.43981317907425
659,Stacey,King,Testing,5175.64,51.83939204033179
660,George,Ray,IT,80894.04,55.26019290414314
661,Michael,Jacobs,Testing,17467.25,46.24336623504755
662,Susan,Case,HR,75055.5,50.95794980581496
663,Amanda,Gonzalez,Testing,10859.06,39.350825011419005
664,Beth,Dixon,Sales,82785.77,65.09703355672049
665,Shannon,Hinton,Sales,86918.27,49.71635821100736
666,Dana,Gilbert,IT,14350.64,52.23733169316912
667,Monica,Gibbs,HR,94435.03,35.12956852564815
668,Scott,Marshall,IT,57201.58,52.03083915337286
669,Brandi,Long,Research,56430.96,47.20234135833261
670,Amy,Douglas,Sales,48111.92,64.33069695941258
671,Paul,Pierce,IT,91086.36,49.702360795226866
672,Martin,Davis,Sales,86933.91,50.70264885779392
673,Catherine,Turner,IT,39015.02,53.8888197917874
674,Shannon,Brooks,Sales,64076.15,40.54380035176828
675,Sarah,Herrera,HR,93873.32,52.2406653785855
676,Christopher,Martin,Sales,54310.97,58.51636294091858
677,Jonathon,Taylor,Testing,35631.27,59.716597267967224
678,Heather,Pace,Sales,33591.79,53.5673186498403
679,Joshua,Holder,HR,76261.78,60.62666460589901
680,Daryl,Pearson,Testing,62822.78,46.659529601290984
681,Charles,Petty,Sales,16018.22,48.116854977347685
682,Amy,Hall,Research,66398.55,44.57481278964751
683,Casey,Silva,IT,50348.21,53.54233878332099
684,Anthony,Peterson,Research,55455.37,62.20350820102787
685,Sandra,Adams,Testing,29659.14,48.28288612698035
686,Sylvia,Lewis,HR,67063.08,37.57977064249852
687,Troy,Frederick,HR,45418.95,45.04784838288419
688,Bruce,Horne,IT,71511.12,58.10819108837415
689,Andrew,Anderson,IT,4313.08,50.312534716547496
690,Mr.,Andre,Sales,36648.27,37.75307677026227
691,Karen,Nolan,Testing,90147.78,48.10070177497773
692,Jose,Orozco,Testing,59829.31,69.93770916716359
693,Thomas,Martinez,HR,27284.27,49.59322239372947
694,Jacob,Allen,Sales,55454.69,52.20643143406183
695,William,Howard,Sales,79983.61,43.92809820503907
696,Stacey,Shepherd,Research,57092.21,39.75861292997686
697,Paul,Mcknight,Sales,42996.1,54.08344906020165
698,Daisy,Holmes,Testing,61698.71,54.69934149406497
699,Johnathan,Colon,Testing,7126.11,44.866543877735374
700,Matthew,Phillips,HR,55083.7,61.83687102274984
701,Cody,Cochran,HR,75613.01,37.186649219360184
702,Patrick,Greer,Research,25726.56,52.687660416333884
703,John,Johnson,Research,11849.85,53.883308391232696
704,Erika,Campbell,IT,39564.66,47.52484577694946
705,Mr.,Joshua,Research,16552.85,53.34696916752583
706,Jason,Sullivan,IT,61855.05,54.365315021703225
707,Rose,Duncan,Sales,35918.85,54.16068201748273
708,Jason,Smith,Testing,33891.48,33.72895744024908
709,Robert,Miller,Sales,58748.67,45.73702731975551
710,Jose,Miller,Research,12638.71,39.10221597274596
711,Jessica,Cabrera,Testing,73583.17,62.91030723638027
712,Eric,Griffin,HR,24411.23,47.69427896504813
713,Dylan,Green,IT,56345.18,59.42498447174482
714,Kyle,Moreno,Testing,16571.95,53.370353823155206
715,Christopher,Miller,HR,61763.23,61.25816482252988
716,Jonathan,Barnes,Testing,96617.74,49.33914165659437
717,Noah,Reyes,IT,3094.04,46.2787922804288
718,Samuel,Shea,HR,30763.38,40.12899609058864
719,Steve,Lopez,IT,91242.6,39.88574451585902
720,Michael,Stewart,HR,1512.22,36.803858537896474
721,James,Garcia,IT,19563.65,55.39770216087466
722,Caleb,Wilkins,IT,98074.98,56.32581254135958
723,Heidi,Ferguson,Testing,67092.5,54.23817766038644
724,Tracy,Hamilton,Testing,82599.35,44.89924007489401
725,Matthew,Vang,HR,96492.79,53.96673035364235
726,Lisa,Charles,Sales,67584.98,52.17240017470169
727,Troy,Barton,Sales,47692.56,44.137536239663326
728,Vincent,Chaney,Testing,23011.37,56.67512927849411
729,Dale,Cooper,HR,14795.15,53.55937265553655
730,Daniel,Martinez,Research,58399.98,33.97537574662668
731,Alex,Adams,Research,91480.5,47.81490320047287
732,Jennifer,Ramirez,HR,71516.44,41.89189884512737
733,Sharon,Beck,Testing,39051.07,57.0170029272016
734,James,Castro,Research,45800.72,50.874915466990636
735,Ryan,Ali,HR,27886.39,57.43773941417659
736,John,Roberts,HR,3206.75,55.34555379057841
737,Holly,Johnson,Testing,32932.73,41.297878538689346
738,Michelle,Carter,Research,98897.39,38.52167581722311
739,Brenda,Allen,HR,92378.57,48.97776815230432
740,John,Silva,HR,51329.66,53.88440805727774
741,Sarah,Mendoza,Sales,94003.63,63.08926835280597
742,Barbara,Atkins,HR,78726.63,58.74350085952559
743,William,Rodgers,Testing,64573.75,61.93595905993263
744,Susan,Herman,IT,47795.39,76.3916335035608
745,Emily,Wagner,Testing,30181.73,34.07743640067703
746,Brittany,Fox,Research,79563.5,50.66796875714125
747,Michael,Garcia,HR,85166.61,65.73165000315119
748,Anthony,Thomas,Research,95675.67,56.18376509043231
749,Monica,Smith,Testing,12297.26,53.592534266490176
750,Allison,Hogan,IT,61611.83,33.41041424876863
751,Eric,Wright,Research,52592.66,60.65904844332696
752,Eric,Murphy,HR,70063.39,49.999560417152736
753,Parker,Curry,Sales,1062.73,38.18371641013144
754,Martin,Stephenson,Sales,11000.16,48.975124298585094
755,Lisa,James,Sales,8008.47,38.17778622435927
756,Andrea,Cook,IT,95650.33,51.306445024551664
757,Dr.,Danielle,Sales,82622.81,66.58271268517906
758,Jasmine,Joyce,Research,52007.25,65.20420937830124
759,Sean,Smith,Sales,13352.38,42.11381397622331
760,Terri,Williams,HR,35568.21,54.55000365951137
761,Tina,Chandler,IT,40316.6,44.15247696968973
762,Rebecca,Wright,IT,82941.27,46.54533513899303
763,Sandra,Osborn,IT,18326.58,61.21694670213231
764,Hayden,Leonard,Testing,11564.66,57.33800255699939
765,Courtney,Jordan,Research,49678.88,68.46799259834373
766,Martha,Thomas,IT,2966.97,45.45437087745801
767,Jacqueline,Jimenez,IT,75593.55,52.952239581639255
768,Jessica,Sanders,Sales,28977.16,62.75510151369488
769,Cynthia,Oconnor,Testing,60573.94,59.87563167183073
770,Jenna,Adams,Testing,61758.06,56.22237085698918
771,Gary,Taylor,HR,27214.64,50.88487969971398
772,Sean,Spencer,HR,21802.54,65.43370931932894
773,Mrs.,Jamie,Research,84421.48,55.310185777532936
774,Melissa,Brooks,Sales,98890.08,45.57930489870698
775,Cindy,Clark,Testing,4093.11,49.04433107209146
776,Mark,Blevins,Research,47395.56,37.63298356295969
777,Michael,Watson,Research,95113.74,54.37191934069418
778,Gail,Flores,Testing,4627.19,41.46232679202262
779,Richard,Hall,Research,86456.87,41.7406934065978
780,Tracy,Blake,Research,28890.27,38.124141623707914
781,Christopher,Williams,Testing,43819.37,50.55119446517721
782,Terry,Mcdowell,HR,97322.95,56.33027099386828
783,Amanda,Hicks,Testing,32404.7,37.25113410686994
784,Michelle,Hernandez,Sales,45111.81,43.239817339432896
785,Brittney,Stewart,Testing,15705.22,54.767420342327384
786,Christopher,Martinez,Research,51607.09,56.84576137444796
787,Carol,Wilson,Sales,88134.86,49.87976856787584
788,Jennifer,Parker,IT,56583.3,49.09780948812293
789,William,Anderson,Sales,26384.69,31.50604782975006
790,Christian,Harris,Research,21268.36,50.803204288070056
791,Eric,Jackson,Sales,96707.85,58.37657737722936
792,Sandra,Shepard,Sales,74587.32,56.431783516089396
793,Manuel,Owen,Research,81871.24,70.77425323792362
794,Megan,Orozco,IT,67877.89,48.78116061227361
795,Brian,Mcmahon,Sales,82296.54,52.100845677162184
796,Teresa,White,IT,33845.39,37.55857664714967
797,Jason,Lee,Sales,45072.09,37.412843204826615
798,Rachel,Blackwell,Sales,70296.42,35.05863845869253
799,Robert,Griffith,Testing,42662.89,50.53027785194001
800,Richard,Harris,HR,76090.61,40.893648562751714
801,Gregory,Hart,Research,66270.94,52.966519064985185
802,Lori,Wood,Research,66125.29,52.468427698179454
803,David,Duran,Sales,12968.98,29.94829926905596
804,Luis,Weaver,Research,87960.32,52.55041303046545
805,Mark,Romero,Sales,90084.43,74.02645930604714
806,Kaitlin,Freeman,Testing,90175.29,41.42101398849326
807,Diana,Hodges,Research,17575.36,42.300992615293126
808,Curtis,Simpson,Sales,83591.98,39.505548391506196
809,Robert,Adams,Research,95980.15,54.43702976120375
810,Christina,Douglas,Testing,86744.58,49.12876765564911
811,Andrea,Nelson,Sales,51426.54,67.45462725138034
812,Rebekah,Gonzalez,HR,40380.14,62.28252384206428
813,Kevin,Love,Testing,47003.9,49.17782357096644
814,Jose,Graham,Research,93126.9,42.57107580127284
815,Daniel,Monroe,Research,25516.73,32.32906122241362
816,Donna,King,Sales,92676.55,37.49601547163295
817,Hannah,Robertson,IT,50429.57,51.09974259770843
818,Joseph,Garza,HR,83500.45,26.103797565906834
819,Caroline,Jackson,Sales,14849.74,49.33160202882881
820,Nicholas,Johnson,Research,81936.0,43.96405173735171
821,Michael,Mitchell,Testing,69095.19,64.64557934076791
822,Rebecca,Floyd,HR,3402.23,40.30308975722765
823,James,Murphy,HR,51996.04,44.18969910507808
824,David,Mckinney,Research,17482.8,63.500163959574984
825,Amy,Barry,Testing,32056.16,63.28736039093151
826,George,Tate,Testing,85408.47,42.83512110764397
827,Kristen,Harris,Sales,62731.01,42.46885003192727
828,Darin,Tucker,Research,13381.33,55.38383919280234
829,Sharon,Hughes,HR,89773.6,44.024742237534866
830,Christopher,Mercado,Research,94323.52,53.15647779126674
831,James,Rosario,Research,54493.93,45.6973829857222
832,Leslie,Simpson,HR,29485.93,37.54769388716256
833,Benjamin,Brooks,Research,6902.11,54.54535447460197
834,Michelle,Mooney,Testing,70002.2,54.21648637355815
835,Angela,Padilla,IT,73555.79,42.03116978794431
836,Phillip,Kaiser,Research,25037.54,48.1829436210136
837,Laura,Martin,Research,64629.36,51.65646542150214
838,Crystal,Williamson,HR,1531.18,43.80307330818657
839,Melissa,Castro,Sales,85942.68,68.93016528293967
840,Angela,Brown,Research,50468.93,69.89363542301909
841,Tammy,Powell,IT,93828.77,52.50918654898325
842,Kayla,Smith,HR,47118.54,37.45445690567872
843,Johnathan,Hayes,Research,24141.79,51.05174745983344
844,Cathy,Pittman,Research,7092.13,79.41257003015838
845,Michael,Washington,Research,26978.34,51.563804226042386
846,Christine,Jordan,IT,44831.64,48.62361079386803
847,Michael,Lawrence,Research,69982.76,51.8071840090108
848,Christina,Wells,Testing,76531.68,47.63826192260697
849,Patrick,Alvarez,Testing,7263.41,46.49262289626838
850,Charles,Nguyen,HR,83977.82,53.54322449610298
851,Christopher,Newton,HR,31912.69,55.78834644174026
852,Kent,West,Research,24968.62,45.08577520744311
853,Amber,Carter,HR,97865.07,66.0659917419692
854,Michael,Boyle,Research,54228.6,40.06952139062844
855,James,Romero,IT,71865.87,53.664037011716864
856,Dr.,Ashley,HR,51906.26,59.62985388143385
857,Austin,Jensen,HR,15597.92,42.099404308091096
858,Robert,Phillips,Sales,45017.72,63.75120190091124
859,Leslie,Carson,IT,53192.97,54.38777272349314
860,Matthew,Brown,Sales,16150.15,36.18381702666878
861,Mary,Brown,Research,42229.41,38.62339682999888
862,Amanda,Holmes,Sales,27599.85,59.06364239417824
863,John,Davis,Testing,94898.24,39.701118207956
864,Colleen,Ferguson,IT,99561.64,50.985728265651076
865,Robin,Conner,Testing,37543.37,44.97471758634844
866,Nathaniel,Howard,Testing,62092.76,57.241809805557665
867,Russell,Glenn,Testing,96351.62,51.63393842591282
868,Tina,Armstrong,Testing,49367.79,57.96109216158999
869,Kristi,Romero,IT,59409.51,57.59194317419511
870,Carol,Tucker,Testing,50068.62,38.83457234200465
871,Craig,Leach,HR,90821.86,49.59303780162891
872,Crystal,Pham,Testing,13401.22,32.47088530408056
873,Tara,Ray,HR,18688.98,52.333780952315564
874,James,Nelson,IT,13308.58,42.247992990643134
875,Jeffrey,Martin,HR,46418.76,38.53023634804171
876,Daniel,Obrien,Sales,63712.23,50.251585941734
877,Maria,Ramirez,Sales,43295.04,40.39397294208244
878,Christine,Richards,Testing,72323.81,48.23014965551952
879,Daniel,Perry,IT,93442.14,48.174595731899856
880,Raymond,Myers,Research,22176.82,45.97428203013979
881,Kimberly,Coleman,Research,62340.24,44.930278862514776
882,Taylor,Li,HR,4592.56,58.98378919903771
883,Karen,Smith,Testing,3863.64,48.8835289159419
884,Danielle,Flores,IT,1077.8,70.19050916712699
885,Jessica,Wright,IT,99059.91,59.12234448327747
886,Todd,Salazar,Research,82716.74,49.18672804829745
887,Thomas,Ford,Testing,962.85,40.758539663857896
